Lat,Lon,BS
-33.79117,-60.59741,Bajo
-33.837551,-60.506859,Bajo
-33.81116,-60.84314,Bajo
-34.031658,-60.646999,Bajo
-33.89719,-60.528179,Bajo
-33.81382,-60.44785,Bajo
-34.0663,-60.401474,Bajo
-33.839981,-60.25391,Bajo
-33.821728,-60.506516,Bajo
-34.038391,-60.582199,Bajo
-33.98038,-60.2608,Bajo
-33.802139,-60.223671,Bajo
-33.61235,-60.850899,Bajo
-33.805355,-60.780132,Bajo
-33.780449,-60.200199,Bajo
-33.84922,-60.42101,Bajo
-33.93392,-60.77816,Bajo
-33.96126,-60.41667,Bajo
-33.795898,-60.469818,Bajo
-34.00434,-60.72536,Bajo
-33.849174,-60.54866,Bajo
-33.698765,-60.783764,Bajo
-33.650047,-60.64758,Bajo
-33.73039,-60.1679,Bajo
-33.98402,-60.49693,Bajo
-33.976334,-60.532986,Bajo
-33.93371,-60.55663,Bajo
-33.70389,-60.289146,Bajo
-33.663479,-60.220669,Bajo
-35.98755,-58.13615,Bajo
-35.92235,-58.09273,Bajo
-37.517323,-62.704018,Bajo
-37.63778,-62.85783,Bajo
-37.725632,-63.12727,Bajo
-37.738575,-63.140896,Bajo
-37.678371,-63.165722,Bajo
-37.8137,-62.94964,Bajo
-38.02443,-63.03924,Bajo
-38.07508,-63.07834,Bajo
-37.499832,-62.761932,Bajo
-38.0279,-62.8331,Bajo
-38.1289,-63.181,Bajo
-33.576698,-60.057419,Bajo
-33.600109,-60.142326,Bajo
-33.66605,-59.94949,Bajo
-33.80993,-60.03969,Bajo
-33.5247,-60.11163,Bajo
-33.54586,-59.98648,Bajo
-36.82058,-59.044228,Bajo
-36.82031,-59.00745,Bajo
-36.763931,-59.066391,Bajo
-36.703129,-58.936729,Bajo
-36.643101,-58.856449,Bajo
-36.75396,-58.90707,Bajo
-36.776997,-59.090771,Bajo
-36.740528,-58.913361,Bajo
-36.64241,-59.10109,Bajo
-36.63279,-59.22958,Bajo
-36.8311,-58.97546,Bajo
-35.491699,-63.052101,Bajo
-35.488201,-62.940701,Bajo
-35.34774,-63.21202,Bajo
-35.56039,-63.35856,Bajo
-34.1572,-60.701,Bajo
-34.174683,-60.764683,Bajo
-34.0531,-60.8642,Bajo
-34.1782,-60.861099,Bajo
-34.028332,-60.868328,Bajo
-34.161,-61.01,Bajo
-34.1037,-60.8623,Bajo
-34.20594,-60.519402,Bajo
-34.2165,-60.5183,Bajo
-34.106667,-60.635277,Bajo
-34.20237,-60.69039,Bajo
-34.1831,-60.7162,Bajo
-34.0759,-60.6871,Bajo
-34.1843,-60.794,Bajo
-34.01472,-60.900555,Bajo
-34.284,-60.7177,Bajo
-34.25864,-60.683411,Bajo
-34.3381,-60.8086,Bajo
-34.345821,-60.634659,Bajo
-34.129929,-60.890652,Bajo
-34.20736,-60.66003,Bajo
-34.32158,-60.66759,Bajo
-34.37788,-60.668365,Bajo
-34.1085,-60.8447,Bajo
-34.138523,-60.651733,Bajo
-34.246113,-60.705,Bajo
-33.915047,-60.938503,Bajo
-34.219166,-60.52139,Bajo
-34.010387,-60.869881,Bajo
-34.288601,-60.710499,Bajo
-34.3425,-60.644768,Bajo
-34.258,-60.66906,Bajo
-34.20627,-60.58808,Bajo
-34.148182,-60.80845,Bajo
-34.148376,-60.762848,Bajo
-33.995773,-60.913837,Bajo
-34.203888,-60.62639,Bajo
-35.452499,-59.4118,Bajo
-35.3223,-59.517399,Bajo
-35.3995,-59.4607,Bajo
-35.35103,-59.54208,Bajo
-35.4369,-59.28703,Bajo
-35.39724,-59.3815,Bajo
-35.418999,-59.395802,Bajo
-35.429909,-59.27462,Bajo
-35.441376,-59.3452,Bajo
-35.365822,-59.558971,Bajo
-35.19106,-59.312584,Bajo
-35.478889,-59.357281,Bajo
-35.342625,-59.514812,Bajo
-35.31847,-59.536617,Bajo
-37.910938,-62.359612,Bajo
-37.95072,-62.33906,Bajo
-37.76543,-62.325615,Bajo
-37.70645,-62.54461,Bajo
-37.50335,-62.56635,Bajo
-37.456249,-62.466461,Bajo
-37.59208,-62.38018,Bajo
-37.658581,-62.430069,Bajo
-37.46366,-62.44356,Bajo
-37.59081,-62.34015,Bajo
-37.52052,-62.38188,Bajo
-35.774288,-59.79911,Bajo
-35.82,-59.7,Bajo
-35.49736,-59.70643,Bajo
-35.67933,-59.978546,Bajo
-35.509895,-59.708668,Bajo
-35.59137,-59.85899,Bajo
-35.8,-59.9,Bajo
-35.598347,-59.919693,Bajo
-35.65564,-59.73211,Bajo
-35.75,-59.71,Bajo
-35.67532,-59.894424,Bajo
-35.669407,-59.740944,Bajo
-35.67,-59.45,Bajo
-35.661812,-59.595791,Bajo
-35.810001,-59.919998,Bajo
-35.62056,-59.7825,Bajo
-35.720001,-59.75,Bajo
-35.670143,-59.860962,Bajo
-35.52,-59.619999,Bajo
-35.643017,-59.743565,Bajo
-35.629814,-59.848408,Bajo
-35.571472,-59.790344,Bajo
-35.57489,-59.861862,Bajo
-35.796532,-60.024509,Bajo
-35.599998,-59.490002,Bajo
-35.786922,-59.824097,Bajo
-35.543457,-59.633373,Bajo
-35.53727,-59.86012,Bajo
-35.624256,-59.54401,Bajo
-35.545895,-59.927666,Bajo
-35.78568,-60.02156,Bajo
-35.64921,-59.63102,Bajo
-35.6442,-59.73246,Bajo
-35.61726,-59.95211,Bajo
-35.652836,-59.696815,Bajo
-35.66436,-59.611431,Bajo
-35.60667,-59.96333,Bajo
-35.53314,-59.58963,Bajo
-35.50421,-59.93698,Bajo
-35.565361,-59.766731,Bajo
-35.657318,-59.83202,Bajo
-35.642307,-59.730103,Bajo
-35.49147,-59.780251,Bajo
-35.759991,-60.06797,Bajo
-35.657902,-59.84396,Bajo
-35.54034,-59.699661,Bajo
-35.53252,-59.76941,Bajo
-35.795536,-60.084162,Bajo
-35.642738,-59.797638,Bajo
-35.613976,-59.84682,Bajo
-35.46936,-59.51891,Bajo
-35.73753,-59.64901,Bajo
-35.648613,-59.852047,Bajo
-35.519119,-59.480301,Bajo
-35.684849,-59.809959,Bajo
-35.667339,-59.73703,Bajo
-35.540131,-59.60466,Bajo
-34.336914,-60.08938,Bajo
-34.231659,-60.324471,Bajo
-34.398869,-60.367271,Bajo
-34.232414,-60.092087,Bajo
-34.162399,-60.300369,Bajo
-34.30302,-60.233921,Bajo
-34.24305,-60.083424,Bajo
-34.284595,-60.261898,Bajo
-34.273674,-60.191666,Bajo
-34.31697,-60.24465,Bajo
-34.13417,-60.24335,Bajo
-34.09019,-60.18234,Bajo
-34.26466,-60.39204,Bajo
-34.44,-60.38944,Bajo
-34.3671,-60.20024,Bajo
-34.277699,-60.276051,Bajo
-34.300549,-60.437538,Bajo
-34.11342,-60.27332,Bajo
-34.26475,-60.09078,Bajo
-34.431973,-60.358112,Bajo
-34.4445,-60.397308,Bajo
-34.24793,-60.44302,Bajo
-34.305119,-60.2258,Bajo
-34.45956,-60.32313,Bajo
-34.09428,-60.26105,Bajo
-34.13531,-60.17485,Bajo
-34.266109,-60.383331,Bajo
-34.23517,-60.1552,Bajo
-34.233582,-60.333519,Bajo
-34.20121,-60.12408,Bajo
-34.28389,-60.21528,Bajo
-34.258362,-60.42487,Bajo
-34.174831,-60.251862,Bajo
-34.175388,-60.132259,Bajo
-34.12535,-60.1542,Bajo
-34.31672,-60.22643,Bajo
-34.16805,-60.13435,Bajo
-34.225498,-60.273228,Bajo
-34.378014,-60.220955,Bajo
-34.112694,-60.409077,Bajo
-34.30225,-60.22147,Bajo
-34.219894,-60.25692,Bajo
-34.150665,-60.412403,Bajo
-34.360355,-60.11753,Bajo
-34.15756,-60.298782,Bajo
-34.401455,-60.259666,Bajo
-34.379005,-60.15152,Bajo
-34.22187,-60.284405,Bajo
-34.282803,-60.523605,Bajo
-34.219093,-60.244141,Bajo
-34.31913,-60.498318,Bajo
-34.35944,-60.11482,Bajo
-34.313999,-60.298321,Bajo
-34.40815,-60.53167,Bajo
-34.403488,-60.255089,Bajo
-34.326618,-60.185322,Bajo
-34.3675,-60.08522,Bajo
-36.73957,-62.94013,Bajo
-36.754189,-62.97361,Bajo
-36.75229,-62.94352,Bajo
-36.77578,-62.94474,Bajo
-36.774986,-62.957935,Bajo
-36.75559,-62.87515,Bajo
-36.811161,-63.00354,Bajo
-36.78137,-62.96575,Bajo
-36.65938,-62.91557,Bajo
-36.740891,-62.990871,Bajo
-36.55303,-63.06366,Bajo
-36.581108,-63.02013,Bajo
-36.58123,-63.01256,Bajo
-36.55584,-63.09967,Bajo
-36.59384,-63.14065,Bajo
-36.537411,-63.110611,Bajo
-34.421,-59.44008,Bajo
-34.440319,-59.387531,Bajo
-34.457987,-59.484508,Bajo
-34.48631,-59.44047,Bajo
-34.423901,-59.464741,Bajo
-34.464901,-59.444099,Bajo
-34.415089,-59.3764,Bajo
-34.45916,-59.545692,Bajo
-34.44924,-59.53384,Bajo
-34.46458,-59.47669,Bajo
-34.39059,-59.43427,Bajo
-34.387928,-59.397926,Bajo
-34.400089,-59.395969,Bajo
-34.279766,-59.397709,Bajo
-34.40628,-59.59938,Bajo
-34.412048,-59.6325,Bajo
-34.447701,-59.369652,Bajo
-34.478611,-59.374199,Bajo
-34.499123,-59.388893,Bajo
-34.50835,-59.44311,Bajo
-34.50894,-59.48007,Bajo
-34.51721,-59.39941,Bajo
-34.53753,-59.41598,Bajo
-34.523551,-59.470801,Bajo
-34.434525,-59.488998,Bajo
-34.461891,-59.358479,Bajo
-34.46666,-59.406982,Bajo
-34.472874,-59.388742,Bajo
-34.51132,-59.44025,Bajo
-34.31747,-59.27584,Bajo
-34.46413,-59.281071,Bajo
-34.53843,-59.49586,Bajo
-34.420918,-59.418873,Bajo
-34.428707,-59.464115,Bajo
-34.50528,-59.44194,Bajo
-34.2988,-59.5786,Bajo
-34.302147,-59.454319,Bajo
-34.320473,-59.618084,Bajo
-34.2874,-59.469,Bajo
-34.08007,-59.285385,Bajo
-34.2135,-59.63428,Bajo
-34.164162,-59.522724,Bajo
-34.329014,-59.528946,Bajo
-34.2145,-59.590229,Bajo
-34.102318,-59.351326,Bajo
-38.286419,-59.64677,Bajo
-38.28877,-59.53484,Bajo
-38.23898,-59.79304,Bajo
-38.3352,-59.4972,Bajo
-38.244179,-59.672272,Bajo
-33.649609,-60.367691,Bajo
-33.44865,-60.22576,Bajo
-33.599442,-60.35244,Bajo
-33.47205,-60.38016,Bajo
-33.456139,-60.24165,Bajo
-33.62288,-60.37715,Bajo
-33.339909,-60.273022,Bajo
-33.887535,-59.875725,Bajo
-33.79026,-59.86879,Bajo
-33.76979,-59.65207,Bajo
-33.86343,-59.76824,Bajo
-33.77557,-59.75349,Bajo
-33.84135,-59.94909,Bajo
-33.76088,-60.008381,Bajo
-33.942482,-59.714817,Bajo
-33.890915,-59.90169,Bajo
-33.848732,-59.774773,Bajo
-33.983829,-59.818897,Bajo
-33.71299,-59.65526,Bajo
-33.69228,-59.645481,Bajo
-33.676266,-59.66254,Bajo
-35.078259,-58.295143,Bajo
-35.068439,-58.40456,Bajo
-35.025497,-58.53653,Bajo
-35.091301,-58.27776,Bajo
-34.8047,-59.73304,Bajo
-34.70472,-59.725052,Bajo
-34.71094,-59.7198,Bajo
-34.75212,-59.68143,Bajo
-34.60524,-59.75994,Bajo
-34.77376,-59.56766,Bajo
-34.81868,-59.78857,Bajo
-34.75101,-59.67936,Bajo
-37.281896,-59.117994,Bajo
-37.26621,-59.12674,Bajo
-37.21704,-59.02587,Bajo
-37.286713,-59.060574,Bajo
-37.363251,-59.078381,Bajo
-37.367531,-58.930279,Bajo
-37.3498,-58.9237,Bajo
-37.35416,-58.92111,Bajo
-37.405567,-59.526325,Bajo
-37.326591,-59.129459,Bajo
-37.402691,-59.493099,Bajo
-37.326591,-59.129459,Bajo
-37.326591,-59.129459,Bajo
-37.326591,-59.129459,Bajo
-37.326591,-59.129459,Bajo
-37.582542,-59.139404,Bajo
-37.34901,-59.41609,Bajo
-37.47088,-59.1716,Bajo
-37.454835,-59.220474,Bajo
-37.25741,-59.50399,Bajo
-37.18343,-59.196152,Bajo
-37.25372,-59.18971,Bajo
-37.287189,-59.192108,Bajo
-37.3521,-59.20254,Bajo
-37.403473,-59.241051,Bajo
-37.27782,-59.2051,Bajo
-37.240326,-59.255337,Bajo
-37.04616,-59.41755,Bajo
-36.99376,-59.30425,Bajo
-37.11528,-59.197392,Bajo
-37.15587,-59.10566,Bajo
-36.190701,-60.272491,Bajo
-36.07287,-60.17193,Bajo
-36.201859,-60.014641,Bajo
-36.173431,-60.035961,Bajo
-36.356277,-60.024094,Bajo
-38.09567,-62.28201,Bajo
-38.25356,-62.10262,Bajo
-38.230202,-62.099258,Bajo
-38.21476,-62.09253,Bajo
-38.24121,-62.27432,Bajo
-38.42061,-62.57631,Bajo
-38.30642,-62.32137,Bajo
-35.95849,-62.63236,Bajo
-35.965588,-62.640312,Bajo
-35.954262,-62.776539,Bajo
-35.95327,-62.774006,Bajo
-35.96752,-62.7887,Bajo
-35.894829,-63.026299,Bajo
-36.048138,-62.87101,Bajo
-36.07539,-62.848,Bajo
-36.12963,-63.00409,Bajo
-36.228069,-62.766529,Bajo
-36.145332,-62.491398,Bajo
-36.31661,-62.62412,Bajo
-36.287949,-62.516239,Bajo
-36.23421,-62.66229,Bajo
-36.50762,-62.56888,Bajo
-38.325581,-60.655201,Bajo
-38.47043,-60.48385,Bajo
-38.3101,-60.1865,Bajo
-38.2364,-60.1148,Bajo
-38.20759,-60.31852,Bajo
-38.692692,-59.778561,Bajo
-38.7275,-59.9454,Bajo
-38.4316,-60.2054,Bajo
-38.39421,-60.19993,Bajo
-38.39407,-60.31021,Bajo
-38.42462,-60.21061,Bajo
-35.396042,-59.88121,Bajo
-35.26096,-60.311508,Bajo
-35.900799,-60.624809,Bajo
-35.479931,-60.054138,Bajo
-35.54253,-60.048523,Bajo
-35.262772,-59.656391,Bajo
-35.91206,-60.72224,Bajo
-35.46349,-60.053082,Bajo
-35.369541,-60.31723,Bajo
-35.31835,-59.55102,Bajo
-35.44435,-60.22419,Bajo
-35.457161,-60.159901,Bajo
-35.633163,-60.31275,Bajo
-35.327179,-60.201962,Bajo
-35.36455,-60.22027,Bajo
-35.43709,-60.22077,Bajo
-35.48759,-60.30957,Bajo
-35.885761,-60.700325,Bajo
-35.264885,-59.793633,Bajo
-35.313927,-59.760998,Bajo
-35.433464,-60.172318,Bajo
-35.281509,-59.762939,Bajo
-38.88561,-62.58943,Bajo
-38.93108,-62.514278,Bajo
-38.500412,-62.392654,Bajo
-38.415691,-62.2729,Bajo
-39.378746,-62.60398,Bajo
-34.16743,-59.1306,Bajo
-33.904873,-58.940922,Bajo
-36.29301,-62.93385,Bajo
-36.4268,-62.87327,Bajo
-36.43935,-62.912182,Bajo
-36.43949,-62.88772,Bajo
-36.462509,-62.84988,Bajo
-36.440708,-62.871498,Bajo
-36.40518,-62.80735,Bajo
-36.39077,-62.83675,Bajo
-36.43412,-62.84605,Bajo
-36.55302,-62.73514,Bajo
-36.460323,-62.86276,Bajo
-34.76778,-62.42771,Bajo
-34.524799,-62.2416,Bajo
-35.45438,-57.300491,Bajo
-35.519379,-57.28022,Bajo
-35.37634,-57.37968,Bajo
-28.56876,-65.81243,Bajo
-28.616961,-65.84256,Bajo
-28.74222,-65.88756,Bajo
-28.552956,-65.81333,Bajo
-28.36408,-65.70088,Bajo
-29.29603,-65.048798,Bajo
-29.038187,-65.128448,Bajo
-29.681419,-65.45462,Bajo
-28.93076,-65.29638,Bajo
-28.162516,-65.65236,Bajo
-28.407278,-65.621323,Bajo
-28.195089,-65.213158,Bajo
-28.475679,-65.701942,Bajo
-32.14337,-64.52576,Bajo
-32.382847,-64.134323,Bajo
-32.096802,-64.313499,Bajo
-32.113041,-64.274612,Bajo
-32.470325,-64.558372,Bajo
-32.291683,-64.516655,Bajo
-32.420288,-64.441387,Bajo
-32.424831,-64.45433,Bajo
-32.2898,-64.4485,Bajo
-32.324749,-64.501678,Bajo
-32.283922,-64.481997,Bajo
-32.56096,-64.60019,Bajo
-32.514751,-64.534317,Bajo
-32.579636,-64.536308,Bajo
-32.59408,-64.59455,Bajo
-32.36216,-64.371063,Bajo
-32.400852,-64.47245,Bajo
-32.482,-64.3995,Bajo
-31.927111,-64.345428,Bajo
-32.128201,-64.288139,Bajo
-32.04494,-64.353035,Bajo
-32.0895,-64.47831,Bajo
-31.48014,-64.1501,Bajo
-30.9685,-64.0559,Bajo
-30.994974,-63.97648,Bajo
-31.043699,-64.085098,Bajo
-31.1305,-64.0653,Bajo
-31.034599,-64.082199,Bajo
-30.997,-64.0704,Bajo
-31.162252,-63.969383,Bajo
-31.1077,-63.9262,Bajo
-31.0183,-64.0401,Bajo
-31.0389,-63.853901,Bajo
-31.1519,-64.1456,Bajo
-31.323046,-64.10855,Bajo
-31.27325,-64.07882,Bajo
-31.081577,-64.036621,Bajo
-31.147993,-64.13477,Bajo
-31.0417,-64.014267,Bajo
-31.181135,-63.902496,Bajo
-31.266115,-64.07213,Bajo
-31.043472,-64.057304,Bajo
-31.081835,-63.845142,Bajo
-30.975519,-64.145897,Bajo
-31.088,-64.2537,Bajo
-31.12574,-64.062553,Bajo
-31.1985,-64.1546,Bajo
-31.30756,-64.09597,Bajo
-31.163921,-63.969368,Bajo
-31.124599,-63.850101,Bajo
-31.87,-64.78,Bajo
-31.34337,-64.00931,Bajo
-31.2869,-63.894482,Bajo
-31.0771,-64.0408,Bajo
-31.30662,-64.1472,Bajo
-31.001,-64.0431,Bajo
-31.897,-64.569,Bajo
-30.77306,-65.016357,Bajo
-30.74288,-65.36945,Bajo
-34.92021,-64.31887,Bajo
-34.97987,-64.36104,Bajo
-34.487968,-64.186401,Bajo
-34.44411,-63.33333,Bajo
-34.445808,-63.522141,Bajo
-34.333868,-64.492039,Bajo
-34.387547,-64.49697,Bajo
-34.41599,-64.50313,Bajo
-34.24515,-64.27362,Bajo
-34.288803,-64.491585,Bajo
-34.451851,-63.942322,Bajo
-34.504372,-64.162392,Bajo
-34.51369,-64.05815,Bajo
-34.55629,-64.002388,Bajo
-34.62632,-63.974117,Bajo
-34.22351,-64.41205,Bajo
-34.10758,-65.01953,Bajo
-34.19679,-64.41861,Bajo
-34.34909,-64.91985,Bajo
-34.82146,-63.917217,Bajo
-34.812359,-63.881599,Bajo
-34.92745,-64.75463,Bajo
-34.76998,-64.75759,Bajo
-34.829929,-64.682327,Bajo
-34.818069,-64.701553,Bajo
-34.87414,-64.64609,Bajo
-32.76499,-63.42451,Bajo
-32.784386,-63.35024,Bajo
-32.6624,-63.4358,Bajo
-32.724,-63.38073,Bajo
-32.336433,-63.260119,Bajo
-32.537224,-63.20315,Bajo
-32.78618,-63.239143,Bajo
-32.49173,-63.25523,Bajo
-32.534481,-63.371651,Bajo
-32.95087,-63.25543,Bajo
-33.07578,-63.28571,Bajo
-33.099861,-63.326881,Bajo
-32.5553,-63.37687,Bajo
-32.563,-63.396,Bajo
-32.34652,-63.34639,Bajo
-32.3691,-63.4255,Bajo
-32.5465,-63.4026,Bajo
-32.58681,-63.16184,Bajo
-32.34325,-63.236889,Bajo
-32.8048,-63.2541,Bajo
-32.36887,-63.18451,Bajo
-32.15688,-62.93205,Bajo
-32.671101,-63.0942,Bajo
-32.99112,-63.27942,Bajo
-32.182133,-63.204754,Bajo
-32.35451,-63.26971,Bajo
-32.22755,-63.14351,Bajo
-32.37098,-63.21014,Bajo
-32.72887,-63.44748,Bajo
-32.45008,-63.18079,Bajo
-32.53998,-63.370518,Bajo
-32.25985,-63.26646,Bajo
-32.94716,-63.25451,Bajo
-32.41262,-63.35165,Bajo
-32.26976,-63.494099,Bajo
-32.408424,-63.42069,Bajo
-32.68482,-63.45117,Bajo
-30.58792,-64.23716,Bajo
-30.43047,-64.33628,Bajo
-30.15209,-64.52166,Bajo
-30.41405,-64.3785,Bajo
-30.44089,-64.52731,Bajo
-33.493771,-63.339771,Bajo
-33.408451,-63.230629,Bajo
-33.47221,-63.225731,Bajo
-33.394909,-63.310452,Bajo
-33.443481,-63.30315,Bajo
-33.39697,-63.28072,Bajo
-33.40973,-63.28512,Bajo
-33.294651,-63.673031,Bajo
-33.24012,-63.755379,Bajo
-33.44181,-63.64151,Bajo
-33.57018,-63.69531,Bajo
-33.51564,-63.632511,Bajo
-33.20337,-63.61421,Bajo
-33.508171,-63.639919,Bajo
-33.19749,-63.14857,Bajo
-33.32532,-63.82206,Bajo
-33.39329,-63.65944,Bajo
-33.354229,-63.733971,Bajo
-33.45963,-63.75833,Bajo
-33.40337,-63.63321,Bajo
-33.45403,-63.63257,Bajo
-33.198292,-63.673801,Bajo
-33.214851,-63.876781,Bajo
-33.236469,-63.860802,Bajo
-33.13611,-63.96028,Bajo
-33.179531,-63.763908,Bajo
-33.18812,-63.88451,Bajo
-33.16626,-63.80528,Bajo
-33.218418,-63.77644,Bajo
-33.197529,-63.796558,Bajo
-33.284756,-63.812252,Bajo
-33.831512,-63.626934,Bajo
-33.719158,-63.737915,Bajo
-33.684994,-63.78287,Bajo
-33.753246,-63.489334,Bajo
-33.644073,-63.731575,Bajo
-33.804729,-63.742699,Bajo
-33.731258,-63.576801,Bajo
-33.742691,-63.615238,Bajo
-33.671249,-63.630909,Bajo
-33.67132,-63.63747,Bajo
-33.762737,-63.73966,Bajo
-33.667961,-63.54631,Bajo
-32.39063,-63.39063,Bajo
-33.05262,-63.416512,Bajo
-32.993942,-63.6691,Bajo
-33.06572,-63.68601,Bajo
-33.031029,-63.78054,Bajo
-33.16193,-63.6548,Bajo
-33.103661,-63.724258,Bajo
-32.938309,-63.647839,Bajo
-33.242329,-63.275791,Bajo
-33.229549,-63.273232,Bajo
-32.415955,-63.5109,Bajo
-32.731861,-63.952824,Bajo
-32.7824,-63.978004,Bajo
-32.794487,-63.811752,Bajo
-32.736408,-63.878761,Bajo
-32.783321,-63.83778,Bajo
-32.85796,-63.999569,Bajo
-32.869209,-64.201073,Bajo
-32.81271,-63.789364,Bajo
-32.700958,-64.028954,Bajo
-32.86896,-63.87575,Bajo
-32.887058,-63.784451,Bajo
-32.845,-63.89583,Bajo
-32.81932,-63.88917,Bajo
-32.804501,-63.76305,Bajo
-32.907768,-64.021873,Bajo
-32.93082,-64.004593,Bajo
-33.532742,-64.794899,Bajo
-32.77451,-63.89741,Bajo
-32.999882,-64.03273,Bajo
-33.04815,-64.048836,Bajo
-32.75002,-63.96541,Bajo
-33.417973,-63.293617,Bajo
-32.971497,-64.08989,Bajo
-32.934,-63.8664,Bajo
-32.942,-63.52001,Bajo
-33.69641,-64.00028,Bajo
-33.72025,-63.938374,Bajo
-33.753441,-63.994751,Bajo
-32.772579,-63.788349,Bajo
-33.473,-63.97943,Bajo
-33.756699,-64.007103,Bajo
-33.736,-64.0095,Bajo
-33.72332,-64.00958,Bajo
-33.80592,-63.99278,Bajo
-33.676201,-64.038696,Bajo
-33.62691,-63.88086,Bajo
-32.76931,-63.77711,Bajo
-32.74755,-63.74928,Bajo
-33.232944,-62.40981,Bajo
-33.234596,-62.516907,Bajo
-32.654083,-62.288277,Bajo
-32.25649,-62.31817,Bajo
-32.42751,-62.31843,Bajo
-32.358509,-62.28688,Bajo
-32.42907,-62.297634,Bajo
-32.977825,-62.177006,Bajo
-32.899754,-61.898106,Bajo
-32.40918,-62.18353,Bajo
-32.47175,-62.237186,Bajo
-32.42819,-62.22887,Bajo
-32.510227,-61.92333,Bajo
-32.403297,-62.112755,Bajo
-32.66341,-62.33512,Bajo
-32.556046,-62.393707,Bajo
-32.49883,-62.35988,Bajo
-32.69408,-62.37725,Bajo
-32.84622,-62.25936,Bajo
-32.717838,-62.363911,Bajo
-32.73721,-62.36155,Bajo
-32.82729,-62.29344,Bajo
-32.916485,-62.226562,Bajo
-32.692474,-62.257172,Bajo
-32.71504,-62.23847,Bajo
-32.72914,-62.35805,Bajo
-32.72866,-62.33495,Bajo
-32.73444,-62.33337,Bajo
-32.7726,-62.2407,Bajo
-32.76704,-62.2019,Bajo
-32.52986,-62.16884,Bajo
-32.75187,-62.36427,Bajo
-32.596996,-62.335285,Bajo
-32.77012,-62.18197,Bajo
-32.700237,-62.106487,Bajo
-32.700237,-62.106487,Bajo
-32.675449,-62.346321,Bajo
-32.49334,-62.29472,Bajo
-32.79049,-62.13702,Bajo
-32.716602,-62.100117,Bajo
-32.739979,-62.04623,Bajo
-32.707031,-62.040249,Bajo
-32.763474,-62.11696,Bajo
-32.730072,-62.032375,Bajo
-32.867851,-62.075375,Bajo
-32.71738,-62.20348,Bajo
-32.732216,-62.099407,Bajo
-32.700237,-62.106487,Bajo
-32.722744,-62.00615,Bajo
-32.703209,-62.030121,Bajo
-32.69927,-61.94778,Bajo
-32.77951,-61.80536,Bajo
-32.73029,-61.86367,Bajo
-32.738499,-61.911308,Bajo
-32.92891,-62.50789,Bajo
-32.975498,-62.461201,Bajo
-33.007067,-62.516606,Bajo
-33.010033,-62.516895,Bajo
-32.933,-62.3379,Bajo
-32.9183,-62.4579,Bajo
-32.972198,-62.4603,Bajo
-32.893,-62.4996,Bajo
-32.958599,-62.4646,Bajo
-32.947498,-62.462101,Bajo
-32.946384,-62.47072,Bajo
-32.929699,-62.333599,Bajo
-33.075738,-62.505172,Bajo
-32.98653,-62.42859,Bajo
-32.88913,-62.516548,Bajo
-32.945328,-62.447108,Bajo
-32.83508,-62.43182,Bajo
-32.932232,-62.534981,Bajo
-32.87728,-62.42243,Bajo
-32.940269,-62.48938,Bajo
-32.9845,-62.3163,Bajo
-32.973698,-62.173818,Bajo
-32.96208,-62.17158,Bajo
-32.9095,-62.2398,Bajo
-32.9508,-62.3005,Bajo
-32.9984,-62.2522,Bajo
-33.056599,-62.221699,Bajo
-32.912201,-62.3279,Bajo
-32.94368,-62.217,Bajo
-32.97081,-62.26751,Bajo
-32.89534,-62.222382,Bajo
-32.86358,-62.03065,Bajo
-32.986272,-62.039914,Bajo
-32.88425,-62.08011,Bajo
-32.95164,-62.09186,Bajo
-32.95544,-62.08475,Bajo
-32.95663,-62.07994,Bajo
-32.952221,-62.035488,Bajo
-32.962349,-61.954811,Bajo
-33.001793,-61.972412,Bajo
-32.953381,-61.982182,Bajo
-32.959709,-62.108589,Bajo
-32.867489,-61.800629,Bajo
-32.700237,-62.106487,Bajo
-33.091099,-62.3382,Bajo
-33.07999,-62.46203,Bajo
-33.0333,-62.3239,Bajo
-33.063202,-62.264099,Bajo
-33.14019,-62.305294,Bajo
-33.111687,-62.527832,Bajo
-33.1249,-62.3684,Bajo
-33.101715,-62.489204,Bajo
-33.084061,-62.529301,Bajo
-33.105999,-62.471371,Bajo
-33.064011,-62.323689,Bajo
-33.13785,-62.320335,Bajo
-33.126759,-62.10725,Bajo
-33.0799,-62.1975,Bajo
-33.043098,-62.189999,Bajo
-33.1475,-62.0965,Bajo
-33.1316,-62.1816,Bajo
-33.130649,-62.107721,Bajo
-33.0508,-62.2129,Bajo
-33.071301,-62.044899,Bajo
-33.1435,-62.101,Bajo
-33.219376,-62.02765,Bajo
-33.203659,-62.076988,Bajo
-33.14979,-62.09684,Bajo
-33.081909,-62.0481,Bajo
-33.62091,-62.0859,Bajo
-33.141899,-62.101391,Bajo
-33.0862,-62.0833,Bajo
-33.058025,-62.221798,Bajo
-33.140038,-62.100544,Bajo
-33.03786,-62.173008,Bajo
-33.068504,-61.996456,Bajo
-33.101009,-62.283699,Bajo
-33.1905,-62.4623,Bajo
-33.2827,-62.4799,Bajo
-33.248642,-62.344421,Bajo
-33.2037,-62.3801,Bajo
-33.2313,-62.4882,Bajo
-33.310699,-62.467201,Bajo
-33.1831,-62.5536,Bajo
-33.307575,-62.508602,Bajo
-33.2153,-62.5038,Bajo
-33.2366,-62.3569,Bajo
